"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"64342",2,5,5,5,5,4,4,5,4,3,4,4,4,5,5,3,2,2,2,2,5,2,4,5,4
"64344",2,6,5,5,4,4,5,4,5,5,5,5,3,2,1,5,5,6,6,2,4,2,2,6,3
"64345",3,5,4,4,4,5,5,5,1,2,1,2,3,5,4,2,2,1,1,2,5,3,3,5,3
"64347",2,4,5,5,4,4,4,4,3,5,1,2,4,4,3,3,4,4,2,6,4,5,4,1,1
"64349",6,6,5,5,4,5,5,4,1,2,5,6,1,4,1,1,4,1,1,1,5,1,5,1,5
"64352",1,5,5,6,5,4,4,4,4,4,4,4,4,5,4,2,2,2,3,3,3,2,4,5,1
"64356",2,6,4,2,4,4,6,5,2,1,2,5,3,2,5,5,6,4,5,5,3,2,5,5,2
"64359",3,5,5,4,5,6,5,5,2,2,4,1,4,6,5,2,2,2,2,2,4,2,1,4,4
"64363",2,5,5,5,5,5,4,2,2,4,3,4,5,6,3,3,4,2,2,2,5,3,3,4,2
"64365",3,5,5,2,4,5,5,4,3,6,2,4,3,5,3,4,5,4,3,4,4,1,4,5,2
"64367",4,4,5,6,NA,4,5,3,2,2,4,2,5,5,5,3,4,6,4,3,4,2,4,5,4
"64368",4,5,NA,5,5,5,5,5,5,4,5,4,5,4,5,4,4,4,4,NA,5,4,5,6,5
"64370",4,4,4,5,5,5,3,3,3,3,1,2,5,5,5,2,NA,2,2,2,4,5,5,2,3
"64371",3,2,3,5,4,5,5,5,2,2,4,5,2,1,2,1,1,2,5,5,3,2,3,5,2
"64372",2,4,4,3,5,3,3,3,5,5,4,4,2,1,2,1,4,4,3,2,4,3,1,4,3
"64374",3,4,4,4,5,5,3,4,3,3,2,2,3,6,4,2,3,2,3,2,4,3,4,5,3
"64375",5,5,5,5,5,3,2,4,4,6,2,2,2,5,4,5,6,5,6,1,5,2,4,6,4
"64377",2,2,2,3,2,4,2,4,4,6,6,6,1,1,3,2,5,5,6,2,5,2,5,6,1
"64378",2,5,4,6,4,5,5,5,2,5,4,6,4,6,6,4,6,2,6,3,6,1,5,1,5
"64379",2,2,4,1,3,1,1,1,6,6,3,4,5,3,2,5,5,6,6,4,6,5,4,6,6
"64382",2,5,4,5,4,5,3,4,4,6,3,4,4,3,2,2,2,5,4,2,6,3,5,6,2
"64385",1,6,6,6,5,5,4,4,2,2,2,1,5,6,5,2,2,2,4,2,4,2,4,4,3
"64389",1,6,6,6,1,3,6,6,1,1,6,6,2,1,6,2,5,4,6,1,6,5,1,6,5
"64390",3,4,5,2,5,5,2,5,2,1,3,2,4,4,5,2,2,1,1,1,5,2,6,5,1
"64392",1,1,6,6,5,6,5,5,1,2,2,4,5,5,5,2,2,1,1,1,5,2,5,5,1
"64393",2,6,6,3,6,NA,5,2,3,6,4,5,6,4,5,4,5,4,5,2,6,3,5,5,2
"64396",4,3,1,6,3,3,4,2,2,2,6,5,3,1,6,1,2,4,2,1,6,1,6,5,1
"64399",2,1,1,2,4,2,2,4,3,5,6,6,1,1,2,4,4,3,4,4,2,5,1,4,4
"64400",1,6,6,6,6,4,3,4,2,4,1,5,4,3,5,1,2,3,4,1,4,1,4,4,3
"64401",2,4,4,5,5,6,4,4,2,3,4,3,4,5,4,2,3,4,3,3,4,2,3,4,3
"64403",1,5,5,6,5,6,6,5,1,2,2,4,5,5,5,1,2,3,2,2,4,1,6,6,1
"64413",5,4,4,5,4,6,6,6,1,1,2,2,4,5,6,5,5,5,4,5,6,1,5,5,1
"64414",1,6,5,6,5,5,4,4,2,4,5,3,4,5,5,3,3,2,2,3,5,3,5,5,2
"64417",5,6,5,6,6,5,6,5,1,1,1,1,6,6,6,4,4,1,1,1,5,1,5,4,1
"64418",3,4,4,5,5,6,4,5,1,3,1,3,3,6,5,3,4,4,5,5,5,3,2,6,1
"64421",4,4,4,4,3,5,4,4,2,4,3,1,4,5,4,3,4,2,4,1,5,4,5,6,1
"64422",3,5,5,5,5,5,1,5,2,4,3,3,2,4,6,2,2,4,2,1,5,3,5,6,2
"64424",3,4,3,6,6,5,4,3,4,3,3,3,4,6,4,NA,3,2,1,3,5,6,4,NA,4
"64425",1,6,6,6,6,3,3,2,2,1,2,4,4,5,5,1,5,1,4,2,4,2,3,4,3
"64426",2,4,5,2,6,5,5,5,2,4,2,2,6,6,5,2,2,2,2,1,6,1,6,6,1
"64427",4,6,6,6,6,6,5,2,1,4,4,1,6,6,4,1,1,1,2,1,5,5,4,6,4
"64429",2,5,5,6,5,5,5,5,1,2,2,2,5,5,1,2,2,2,1,1,6,2,5,4,1
"64430",3,3,3,5,5,5,5,5,2,3,5,2,3,5,4,3,5,2,4,4,4,2,4,6,2
"64431",3,4,5,6,4,3,1,3,4,5,2,4,4,6,5,3,4,2,1,3,4,6,3,6,3
"64432",2,3,3,5,5,4,2,4,2,3,4,5,4,3,2,5,4,3,2,4,4,2,4,6,3
"64435",2,5,5,6,5,5,5,5,1,2,4,2,5,6,5,1,1,1,1,1,6,4,4,4,2
"64436",2,2,5,3,4,5,5,4,2,4,5,2,2,5,3,3,2,3,3,2,4,5,4,5,4
"64437",3,6,5,6,5,5,6,5,2,2,2,4,5,4,6,2,2,3,1,2,6,1,5,4,3
"64438",4,3,4,3,1,4,1,5,5,5,2,5,5,3,5,1,2,4,3,5,5,6,1,6,3
"64439",4,5,4,6,5,6,6,4,1,3,2,4,4,5,6,3,2,5,3,3,5,2,5,5,3
"64440",3,4,5,4,5,3,3,2,5,5,2,4,5,6,5,3,4,4,2,2,4,6,4,2,3
"64446",2,6,5,3,5,2,4,4,5,6,6,6,1,3,2,6,6,6,6,6,6,5,4,6,4
"64450",2,3,4,6,4,3,4,3,3,2,3,4,2,3,4,2,3,2,1,2,4,1,2,5,3
"64453",1,6,5,NA,4,5,6,4,4,2,1,4,4,5,3,6,6,6,6,5,3,4,5,6,3
"64456",2,4,3,3,5,4,2,4,4,4,2,2,3,4,3,4,5,2,3,3,4,3,4,5,4
"64458",1,2,6,4,6,2,6,1,5,6,1,2,5,6,4,6,5,5,6,5,6,1,6,6,1
"64459",5,5,5,3,5,4,4,5,4,4,5,4,2,3,5,3,4,4,4,5,5,5,4,2,4
"64460",2,5,5,6,4,2,5,4,3,4,3,2,5,5,5,2,4,3,2,3,5,3,5,5,1
"64461",1,5,5,4,6,6,5,6,1,1,2,4,4,5,4,1,3,3,4,5,4,2,5,5,3
"64462",3,5,4,5,6,5,NA,NA,4,5,2,1,5,6,4,1,1,5,4,1,6,1,5,6,4
"64463",1,6,NA,6,5,4,5,6,4,1,4,5,3,6,4,1,4,1,1,4,3,5,4,2,3
"64464",2,4,5,6,5,5,6,4,2,4,2,5,5,5,4,3,4,5,5,4,6,5,5,6,1
"64466",1,6,4,4,4,4,4,5,2,2,1,2,5,5,5,3,NA,3,2,4,6,2,5,2,3
"64467",3,4,5,4,6,3,4,4,4,4,4,4,NA,5,4,2,4,3,3,3,4,3,4,5,3
"64468",3,5,5,5,5,5,5,4,2,2,2,2,4,6,5,2,2,2,2,2,4,2,5,4,3
"64469",5,6,6,1,6,5,6,2,5,6,1,1,6,6,6,1,5,5,5,4,6,4,6,6,1
"64471",4,6,5,2,5,6,5,6,2,5,3,4,6,4,6,6,6,6,6,5,6,4,6,6,1
"64479",2,4,4,3,4,3,2,3,4,6,6,5,4,2,4,4,4,4,4,2,5,4,4,4,2
"64481",1,6,6,6,4,6,4,6,1,1,1,1,4,5,6,2,3,3,2,2,5,1,4,6,5
"64483",2,1,3,4,6,6,5,5,1,1,1,1,6,6,6,2,6,1,1,1,6,1,6,6,1
"64484",1,6,5,6,4,5,2,4,1,4,4,4,4,5,4,1,1,1,4,5,4,4,4,5,2
"64487",3,6,6,6,5,4,4,6,1,3,4,4,5,3,5,4,5,3,4,6,5,3,5,5,2
"64488",NA,6,5,4,6,5,2,6,2,1,2,1,4,6,6,5,5,1,4,3,6,1,3,1,2
"64490",1,5,5,5,5,5,4,5,4,4,1,1,4,6,NA,3,4,4,4,1,5,2,6,6,1
"64491",3,5,5,6,4,5,5,5,2,2,2,2,4,5,5,2,2,1,2,2,5,2,5,6,2
"64493",2,4,5,5,3,6,4,2,5,5,5,6,3,2,5,2,2,1,3,3,6,2,5,6,1
"64495",3,5,4,6,5,5,5,6,1,1,6,6,2,2,4,4,4,2,4,4,5,1,5,6,2
"64496",2,4,2,1,2,6,6,3,3,2,5,6,2,2,3,2,4,1,2,1,6,2,3,5,1
"64499",2,4,2,1,3,6,6,3,2,2,4,5,4,2,4,1,4,2,1,1,6,2,4,5,1
"64501",5,5,4,3,4,4,3,4,4,6,3,4,4,5,6,6,6,5,4,4,5,2,4,4,3
"64507",1,5,5,5,4,4,4,5,3,5,6,6,2,4,3,2,5,5,5,5,5,2,4,5,2
"64508",3,4,3,5,5,5,5,4,4,5,4,2,4,4,3,4,4,4,3,4,3,2,5,5,3
"64510",4,5,4,4,5,5,5,6,1,1,3,1,4,6,6,4,2,1,1,5,6,2,5,5,4
"64511",1,6,5,6,6,6,6,6,1,1,5,4,3,5,5,5,3,2,4,4,5,2,4,5,5
"64512",1,6,5,6,2,6,6,6,2,4,6,6,3,1,4,5,5,6,5,5,6,4,6,6,1
"64513",2,6,6,4,6,5,6,4,2,4,5,2,6,6,6,1,2,2,4,1,5,2,6,6,2
"64514",5,6,5,5,4,4,6,4,2,2,2,2,4,4,4,3,3,4,4,5,4,3,3,6,4
"64516",3,5,5,4,5,4,2,4,3,4,1,4,4,4,5,1,4,1,1,1,6,3,5,6,3
"64518",1,6,6,6,6,6,5,5,1,2,3,1,4,5,5,1,3,5,4,4,3,4,5,6,2
"64519",2,5,4,6,5,1,5,5,1,2,3,1,5,2,2,1,1,1,1,1,2,1,5,4,1
"64520",5,2,3,2,2,6,6,6,1,1,3,4,4,2,6,1,1,1,2,1,5,1,6,5,1
"64522",1,6,5,6,5,5,5,4,4,5,2,2,2,5,5,5,5,3,4,5,5,5,4,5,5
"64525",1,6,6,6,6,6,2,2,5,6,1,2,5,6,4,2,2,1,1,4,5,6,3,5,1
"64528",3,5,5,6,5,4,5,5,1,3,1,2,5,6,6,1,1,2,1,NA,6,2,6,6,2
"64530",5,2,2,4,3,5,4,4,2,2,3,3,3,3,3,3,2,4,2,2,5,3,3,4,4
"64532",4,5,5,1,6,4,2,3,3,2,4,4,4,6,5,1,4,1,1,1,4,2,4,5,2
"64537",3,5,3,5,4,6,5,4,1,1,2,2,3,5,5,3,4,3,3,3,4,3,3,5,3
"64540",1,6,6,6,6,6,5,6,1,2,4,4,4,6,4,1,1,1,1,1,4,3,5,6,1
"64541",2,5,5,6,6,2,2,2,4,4,1,1,5,6,5,2,2,2,2,2,6,4,5,4,4
"64543",1,6,5,6,6,3,4,2,3,5,1,1,6,6,6,2,2,3,3,3,5,2,5,4,2
"64544",1,6,6,4,6,4,2,4,2,4,1,2,4,5,4,1,2,3,3,3,5,2,5,5,1
"64545",5,5,5,6,6,6,6,6,1,1,6,4,4,4,2,1,1,1,1,2,6,2,3,5,2
"64546",6,1,1,2,1,5,5,5,3,4,6,6,1,1,3,2,2,2,1,3,4,2,2,6,2
"64547",1,6,6,5,6,5,5,2,1,5,2,2,5,5,5,1,1,1,4,1,5,4,5,5,1
"64548",2,4,5,3,3,4,5,4,3,6,3,5,4,5,4,1,2,3,2,3,5,6,3,NA,3
"64549",1,6,6,6,6,5,5,6,2,1,1,2,5,6,4,2,1,2,4,3,5,1,5,5,5
"64552",2,5,4,5,4,2,2,3,3,5,3,4,3,3,5,5,5,4,6,5,5,5,3,6,5
"64555",2,6,6,6,6,6,5,6,2,5,1,1,6,5,6,5,4,5,5,1,5,1,6,6,1
"64556",1,6,6,6,5,6,5,5,2,4,2,5,4,5,5,2,5,2,3,2,4,1,6,6,2
"64557",2,4,5,2,4,3,4,3,5,5,2,4,3,4,4,4,4,2,5,3,2,6,5,3,4
"64562",5,3,4,2,4,2,2,4,4,5,2,3,3,4,2,2,3,2,3,3,5,5,2,3,2
"64563",1,6,6,5,6,4,4,6,4,2,1,5,5,5,4,3,4,5,3,6,4,6,5,6,1
"64564",1,5,5,6,4,6,5,3,2,3,3,3,6,4,4,3,2,6,4,2,4,2,5,5,3
"64565",1,6,6,6,4,5,4,6,1,1,6,5,5,4,6,4,4,1,1,3,4,1,4,6,6
"64567",1,4,3,5,3,5,6,5,4,5,2,4,2,2,6,5,5,5,6,6,6,5,5,6,5
"64568",2,5,4,6,5,5,5,4,2,4,2,5,4,6,4,4,5,5,4,5,6,2,5,6,3
"64571",1,5,6,6,6,5,3,4,2,5,2,4,6,4,NA,5,6,5,5,4,4,5,6,6,3
"64572",4,4,1,2,2,4,4,6,3,4,2,5,4,2,5,6,6,4,6,4,6,1,4,5,3
"64573",4,4,3,3,4,4,3,5,4,5,4,4,4,3,5,2,2,3,2,2,5,1,5,6,2
"64577",3,2,4,4,4,6,5,4,3,1,4,3,4,5,4,3,4,4,4,4,4,2,4,6,4
"64579",4,1,1,1,3,3,4,1,4,5,6,6,4,1,2,6,6,5,5,5,6,2,1,6,3
"64581",6,4,6,6,5,6,5,5,1,1,5,1,2,5,5,6,4,4,2,2,4,1,5,6,5
"64583",1,6,6,6,5,2,3,3,1,4,3,2,4,6,3,1,3,1,2,4,5,2,5,5,1
"64585",3,5,5,6,NA,5,5,5,2,2,2,2,5,6,6,2,3,2,2,6,4,5,5,4,2
"64586",1,4,4,4,4,4,4,5,3,4,4,4,2,2,3,2,3,3,4,3,5,2,5,5,2
"64588",6,3,4,1,5,6,5,3,5,3,1,2,4,6,6,6,6,6,6,5,6,3,5,5,3
"64591",1,5,4,3,4,6,6,5,2,5,4,5,1,4,4,2,4,4,4,5,4,2,4,6,2
"64593",2,5,5,4,4,4,5,5,2,3,3,3,4,4,4,2,2,2,3,3,4,2,4,4,3
"64595",4,2,4,4,2,3,4,4,3,4,5,4,2,3,4,1,3,1,4,2,4,3,4,4,2
"64600",1,6,5,5,6,1,5,1,2,5,1,1,5,6,4,1,1,1,2,5,6,5,5,6,6
"64603",2,4,4,5,3,6,4,4,2,5,3,3,2,5,3,2,3,3,2,1,6,4,4,6,2
"64605",5,4,5,2,5,6,5,4,1,6,2,5,6,2,6,6,6,6,5,6,6,1,6,6,1
"64606",1,6,5,2,5,3,4,2,4,5,1,1,4,6,4,4,5,3,5,4,6,2,5,6,1
"64607",4,5,4,6,6,6,5,4,2,3,3,2,4,6,5,2,2,2,2,2,3,2,3,4,2
"64612",1,5,5,6,5,4,5,4,3,4,2,3,5,5,6,3,3,3,4,1,6,2,6,5,1
"64614",1,6,5,5,5,2,3,3,2,NA,5,3,5,3,5,1,1,2,4,2,5,1,4,5,2
"64618",2,4,6,6,6,3,4,4,3,3,2,5,6,6,5,4,4,4,4,5,5,3,6,6,2
"64620",3,6,3,5,4,2,5,5,2,5,2,2,4,5,5,5,6,6,5,5,6,2,4,5,5
"64621",3,6,3,6,1,6,6,5,1,1,1,1,1,2,6,3,4,3,4,5,5,4,1,4,5
"64622",1,5,5,4,2,2,6,6,4,4,2,5,1,3,5,3,4,2,6,4,5,2,2,6,3
"64623",3,5,6,6,5,4,4,4,3,6,1,4,5,5,5,5,5,4,3,3,6,1,3,6,1
"64626",1,6,5,4,5,5,5,4,3,4,3,2,3,5,5,2,2,2,1,2,5,2,4,5,2
"64627",2,4,3,4,4,5,5,6,1,3,3,4,4,4,3,2,5,4,2,4,5,2,4,3,2
"64630",2,6,6,6,6,4,6,6,1,1,2,2,4,5,5,1,4,2,3,2,5,2,4,4,2
"64634",3,3,2,4,3,4,1,2,4,4,4,6,2,2,3,6,6,5,5,3,3,4,2,5,4
"64636",5,6,3,6,3,5,5,6,1,1,5,2,3,5,5,2,3,3,2,2,5,4,3,5,2
"64638",3,2,4,2,2,3,2,6,2,5,5,6,3,2,1,3,4,4,5,4,2,1,2,5,3
"64639",1,6,5,4,5,4,4,6,2,5,4,4,4,5,4,1,4,6,2,1,4,4,3,6,4
"64642",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64648",1,6,6,5,5,6,6,5,1,2,1,2,4,5,6,4,5,4,2,4,6,1,5,5,1
"64652",1,6,6,6,6,5,5,5,1,4,1,1,6,6,5,1,1,2,2,2,6,1,6,6,1
"64656",4,6,5,5,6,6,6,4,3,4,2,2,5,5,5,3,3,5,2,5,6,2,5,6,3
"64658",2,5,4,NA,5,5,3,5,3,5,6,6,2,1,5,2,2,4,4,2,5,3,4,6,3
"64660",2,5,5,6,5,5,6,6,1,1,5,4,3,4,5,4,5,5,6,6,5,6,4,6,5
"64661",2,4,4,4,4,5,5,4,1,2,4,4,4,2,4,1,1,1,1,1,6,1,5,6,1
"64664",4,5,3,4,2,5,5,6,1,4,6,5,1,1,5,4,4,2,4,1,6,1,2,6,2
"64665",1,5,5,5,5,4,4,6,2,4,2,1,4,6,5,5,4,4,4,3,4,2,5,6,2
"64668",3,3,2,2,3,3,5,4,3,5,6,6,1,2,2,1,3,4,6,5,6,2,4,6,2
"64669",2,5,3,3,2,6,5,6,2,5,6,6,4,2,1,2,3,4,4,4,3,2,2,6,4
"64670",2,4,3,2,3,5,5,4,2,4,4,5,3,3,3,5,5,5,5,4,6,1,3,6,1
"64671",2,4,4,5,3,3,3,5,3,4,2,3,4,4,5,5,5,5,2,3,3,5,3,4,2
"64673",2,3,1,1,4,6,6,4,2,6,5,5,2,1,1,2,4,4,5,1,6,2,1,6,5
"64675",1,4,5,2,2,3,2,2,4,5,4,5,3,2,2,2,3,2,4,1,3,2,5,5,2
"64679",4,5,3,4,4,5,4,5,2,3,2,3,4,4,5,3,2,2,4,2,5,2,5,5,2
"64680",1,5,5,6,4,5,5,5,3,6,5,5,3,4,6,4,4,4,5,4,4,2,6,5,2
"64682",2,4,6,6,5,5,4,4,2,1,3,2,6,5,5,1,2,1,4,2,6,4,5,2,2
"64683",3,2,2,6,5,5,2,6,1,1,5,1,6,6,6,1,1,1,1,1,6,1,6,6,1
"64685",1,5,5,6,6,6,6,6,1,1,1,1,2,6,6,1,2,2,2,1,6,1,6,5,2
"64686",5,4,4,3,1,4,5,1,5,6,6,6,1,4,1,4,4,3,5,6,2,5,3,6,3
"64688",2,5,3,5,5,5,3,5,2,4,4,6,2,2,4,3,5,1,2,4,5,2,5,6,2
"64689",4,4,5,3,4,1,1,4,6,5,6,6,1,2,2,2,4,2,6,2,2,5,4,3,3
"64693",4,5,3,4,3,4,2,5,5,5,5,4,3,3,4,4,5,5,4,3,4,4,3,4,4
"64696",1,5,5,6,4,5,5,5,2,1,4,3,3,4,4,1,2,2,2,NA,4,2,2,4,2
"64697",1,3,3,5,3,5,5,6,2,1,6,5,1,2,5,2,4,3,3,2,3,4,2,3,3
"64698",5,6,6,6,5,5,5,4,1,4,1,1,5,6,6,1,2,4,1,2,6,1,5,6,2
"64702",1,4,3,6,4,6,6,4,1,2,2,5,5,2,4,3,3,3,4,1,5,2,5,5,1
"64706",2,3,4,6,5,4,4,4,2,2,5,2,3,2,4,3,2,3,2,1,4,3,5,6,2
"64707",4,4,2,1,3,5,4,2,3,5,4,6,2,2,3,2,3,5,3,2,6,1,4,6,1
"64709",3,6,5,6,5,5,5,6,3,1,2,1,3,6,5,4,3,4,2,6,4,4,3,4,4
"64712",4,5,5,5,6,3,5,3,5,6,6,6,6,1,4,1,4,2,5,1,6,6,5,6,3
"64714",1,5,4,6,4,3,2,2,4,5,3,2,5,5,4,4,5,4,3,3,4,2,4,6,4
"64715",6,2,4,6,3,4,4,5,5,5,6,6,2,3,NA,5,5,5,4,1,5,2,3,6,4
"64716",2,6,6,6,6,4,3,4,4,5,4,2,6,6,3,4,2,3,4,1,6,2,6,5,2
"64718",2,4,2,4,4,2,5,2,2,6,2,5,1,3,2,3,6,4,4,4,2,3,1,2,5
"64720",1,6,6,6,5,5,3,5,1,1,1,3,5,4,6,2,5,4,1,2,5,1,5,5,3
"64724",3,6,6,4,3,1,6,6,1,1,1,1,5,3,1,1,6,2,2,3,5,4,6,4,2
"64725",1,4,5,5,5,5,3,4,6,4,5,6,5,2,4,4,4,5,5,3,5,2,2,6,5
"64727",3,4,4,4,4,4,5,5,5,5,4,3,3,4,4,6,6,5,5,6,4,5,5,5,4
"64729",4,5,1,2,2,5,4,4,2,6,2,3,5,2,5,6,6,6,4,6,4,3,3,4,3
"64730",2,6,4,6,5,5,5,5,1,4,1,2,4,6,6,5,4,4,1,4,NA,2,4,6,2
"64733",3,5,5,4,5,3,2,2,4,6,2,2,5,6,5,4,3,2,3,2,6,2,5,5,2
"64735",2,5,4,6,3,5,3,4,3,4,2,4,2,2,6,5,5,2,4,1,6,1,6,6,1
"64737",1,5,2,4,2,5,4,4,4,6,5,NA,2,2,2,1,2,3,4,NA,5,5,3,6,3
"64738",4,5,4,3,3,5,2,4,5,5,4,5,2,5,2,6,6,6,5,5,4,4,5,6,4
"64739",5,4,2,2,3,4,4,6,3,5,5,6,2,3,2,1,2,1,2,1,3,4,4,6,2
"64742",2,6,5,4,6,5,4,5,5,5,1,2,5,5,5,2,5,2,1,2,6,4,5,1,2
"64744",2,5,5,5,5,5,5,5,2,3,1,2,5,5,5,2,3,3,4,4,5,4,4,5,2
"64747",1,5,4,4,4,4,3,4,2,2,3,3,3,3,4,2,4,2,2,2,3,2,5,6,2
"64753",4,6,5,5,5,3,2,1,5,6,2,6,1,1,1,6,6,6,6,6,4,2,2,6,3
"64754",2,5,6,6,5,3,4,2,2,2,2,2,5,5,5,2,2,1,1,2,3,3,5,2,2
"64758",1,4,5,3,4,4,5,4,2,4,4,5,2,3,3,3,4,2,5,4,4,3,4,4,2
"64759",1,5,5,4,5,5,6,5,2,2,4,5,2,4,3,2,3,2,5,3,4,2,4,5,2
"64763",1,6,6,5,4,5,5,4,2,4,1,3,5,5,4,5,4,5,4,5,6,3,5,6,2
"64768",2,4,5,6,5,6,6,5,4,1,1,1,3,6,6,2,2,4,1,1,5,1,5,5,6
"64769",5,2,2,6,6,6,5,5,5,2,2,NA,5,5,2,1,2,1,2,1,5,5,4,5,NA
"64770",2,4,4,1,3,5,6,5,1,3,4,4,3,4,4,5,6,1,6,1,3,1,5,6,1
"64771",1,6,5,5,6,5,3,5,1,4,1,2,4,5,4,2,4,2,2,2,5,2,5,5,2
"64772",3,4,5,4,5,4,3,3,3,5,1,2,4,4,6,4,3,2,4,2,6,1,6,6,1
"64773",2,6,5,5,6,4,4,4,3,4,4,3,5,5,5,2,4,4,5,3,5,3,5,5,3
"64774",2,5,4,1,6,5,3,5,4,5,2,3,6,4,4,2,3,3,3,1,6,4,6,5,1
"64780",1,4,5,NA,5,4,1,6,5,3,1,1,NA,6,4,6,6,5,2,6,3,3,NA,5,5
"64804",2,5,5,6,3,4,5,5,1,2,5,3,2,3,5,3,4,4,3,4,5,2,3,5,3
"64807",4,6,6,6,5,6,6,5,1,1,3,1,4,6,6,6,6,3,1,1,5,3,6,6,1
"64810",4,2,1,4,1,3,2,1,2,1,6,6,2,1,5,1,1,1,1,1,5,1,6,4,1
"64814",2,4,2,2,4,2,2,4,2,5,5,6,3,2,2,1,2,1,2,1,4,1,5,6,1
"64815",5,3,2,2,3,5,3,5,3,4,4,4,4,3,3,4,4,4,3,4,4,3,3,4,3
"64817",5,4,4,6,4,6,6,3,2,2,2,2,4,6,4,4,4,5,1,1,4,1,2,4,4
"64819",4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,5,5,2,3,4,3,4,4,2
"64822",2,6,6,6,5,5,5,5,1,3,2,2,5,6,4,1,1,1,2,1,5,1,4,4,2
"64824",2,5,5,6,6,5,5,2,2,2,2,2,5,6,4,1,1,4,5,4,5,5,5,5,2
"64825",4,5,4,5,4,5,5,6,1,1,2,1,3,5,5,3,2,2,4,5,5,4,4,4,4
"64826",4,5,NA,6,5,6,5,4,3,4,3,4,4,5,5,5,5,5,4,3,5,3,5,5,4
"64830",2,1,4,2,4,6,6,5,6,3,5,5,6,4,2,4,2,6,2,2,5,1,5,6,1
"64831",2,1,4,1,4,6,6,5,6,3,5,5,6,3,2,2,2,6,2,2,5,1,5,6,1
"64835",1,5,6,5,6,1,1,1,6,6,6,6,6,5,2,6,5,6,6,6,6,1,6,6,1
"64838",1,6,6,5,6,5,5,5,2,4,1,1,6,6,5,2,3,4,3,2,4,1,6,4,1
"64839",6,6,1,6,5,2,3,4,3,1,1,2,6,1,6,3,4,3,1,2,6,1,6,6,1
"64842",3,6,6,5,6,5,6,1,3,6,3,2,6,6,6,3,6,1,5,1,6,1,6,6,1
"64843",2,6,6,5,5,5,5,4,2,2,2,2,5,5,6,1,2,2,2,1,6,2,5,5,1
"64844",4,2,5,6,1,6,2,1,4,6,1,2,4,5,4,6,6,6,1,5,5,6,3,5,4
"64845",1,5,5,4,4,5,5,4,3,4,4,2,4,4,4,2,2,4,4,4,5,2,5,6,1
"64846",2,6,4,1,5,5,4,3,2,4,4,5,3,4,4,2,5,3,2,3,5,5,3,2,4
"64847",4,5,4,2,6,6,6,6,2,2,5,2,5,4,5,2,3,4,5,4,6,1,6,6,3
"64849",1,3,5,5,5,3,3,4,4,4,5,4,6,5,3,1,4,2,5,4,5,2,6,5,1
"64850",2,5,4,5,4,5,5,4,5,5,3,6,4,5,4,6,6,6,6,6,4,5,5,4,4
"64852",1,6,4,4,5,5,5,6,2,1,4,2,4,6,4,2,5,5,3,1,4,4,4,6,3
"64857",1,4,3,6,5,5,4,2,4,5,5,5,1,1,5,6,5,5,6,4,6,3,4,6,1
"64861",4,6,4,5,5,5,4,2,2,6,1,1,5,6,6,4,5,6,3,5,5,4,4,5,4
"64865",2,5,3,4,4,5,5,3,3,3,2,4,4,3,6,4,4,3,4,3,6,2,6,5,1
"64866",1,5,2,4,2,6,4,5,1,2,5,6,1,1,2,2,1,2,4,4,6,2,5,6,1
"64874",2,4,3,5,4,4,4,6,2,1,5,2,4,5,4,1,2,1,2,1,5,2,5,2,5
"64876",2,5,6,6,5,6,5,3,1,5,3,1,5,6,NA,3,6,4,2,3,5,1,4,5,1
"64877",2,4,4,4,2,6,6,5,1,2,2,1,4,5,5,2,3,5,6,2,6,4,4,6,1
"64880",4,2,1,1,2,1,2,1,5,6,6,6,4,1,1,6,6,4,6,6,5,3,1,6,4
"64886",2,5,6,5,6,6,5,6,1,1,2,1,4,5,6,5,5,5,2,3,6,2,5,5,1
"64887",3,5,4,4,4,5,5,4,2,5,2,4,2,5,6,5,6,4,3,3,5,1,5,6,2
"64888",3,3,2,5,2,5,5,1,4,6,3,5,5,4,5,6,6,6,5,NA,6,3,4,6,4
"64890",4,5,5,5,4,4,3,5,3,2,1,1,5,5,5,1,1,3,4,1,6,1,6,5,1
"64891",4,4,5,2,6,5,2,4,3,6,5,6,5,2,5,6,6,5,4,4,5,3,5,6,1
"64894",4,4,5,1,5,3,5,2,2,5,1,2,5,5,4,1,2,4,1,2,4,5,3,4,NA
"64898",1,4,5,6,4,4,5,5,2,6,3,3,4,4,4,2,3,1,2,1,5,3,4,5,3
"64902",5,2,4,3,3,2,1,4,4,3,2,2,4,5,3,4,4,6,2,1,4,1,5,4,2
"64907",3,5,2,4,5,5,4,5,3,2,4,5,2,2,5,1,1,1,1,1,6,2,5,5,1
"64912",1,6,5,6,4,4,3,2,4,5,1,2,5,6,5,5,5,5,4,4,4,4,5,5,2
"64914",2,6,5,3,5,5,2,3,6,5,4,5,4,4,5,5,4,5,4,4,5,6,5,5,5
"64915",3,5,4,6,5,5,5,3,2,4,3,3,4,6,4,6,6,4,3,3,5,2,4,6,3
"64917",1,6,6,5,5,NA,5,5,3,4,5,4,5,2,3,2,4,2,2,5,4,4,5,6,3
